text,label
harga ga bisa bohong. bahan biasa aja,netral
barang sudah sampai barang sesuai terimaka sis cuma uk.39 besar ya .,netral
lumayan bagus barangnya,positif
"mantaps gan, pengirimanya cpt.",positif
"bagus.,. terima ka .",positif
thank you gan,positif
fast response dan sesuai dengan yang di gambarkan. thank you,positif
sesuai orderan.,positif
respon baik.,positif
respon baik.,positif
lumayan baik dan bagus modelnya,positif
"agak kekecilan, tapi ori si produknya. cuman waktu pengemasan sedikit diperbaiki",positif
"barang sudah diterima dengan aman, produk sesuai, ukuran pas, kualitas ok khas bata, model yang ini adem, nyaman bgt dipake seharian, finishing ok, ga gampang rusak, nice gan, recomended penjual",positif
bagus barangnya cocok dengan pesanan,positif
kualitas ok. tapi kekecilan .,positif
"proses dn pengiriman cepat dn barangnya bagus,trims",positif
"fast delivery, modelnya ok.",positif
packing bagus barang sesuai,positif
"bata nama merek dan kualitas baik yang sudah lama dipercaya. barangnya bagus, harganya cocok dan pelayananya baik. semoga sukses terus.",positif
"penjual fast fespon. produk tentunya sesuai foto dan deskripsi. udah dicoba, alhamdulilah cukup. maka kak",positif
"sandalnya bagus sama kayak digambar,terima ka bata",positif
"sudah order kedua, ramah, fast respon, maka ",positif
"barang sudah mendarat, sesuai ekspektasi. recomended",positif
sip.,positif
pesanan sudah sampai.terima ka .,positif
barang bagus sesuai pesanan kemasan rapi.,positif
barang sampainya luama sangat,positif
"barang bagus karena emang dari toko, kemasan rapi danpengiriman cepat",positif
"produk bata selalu bagus dan awet, respon penjual cepat",positif
"terima ka barang sudah sampai. bahanya bagus, warna putih gading (hampir mirip krem)",positif
"respon cepat, barang jg cpt smpe nya",positif
barang sudah diterima kwalitas ok .,positif
"barang bagus, recomended",positif
produk out of stock dipakai nomor resi produk pengiriman sebelumnya. saya sampai curiga sama tetanga dan kurir jne. memang sudah dika barang penganti tapi tetap saja ketidak telitian kalian memuntuk hubungan saya dengan orang lain tidak baik. mohon diperbaiki ke depanya.,negatif
bagus.sesuai harapan.,positif
"pesan udh d terima, kemasan rapi, barangnya bagus.sesuai dg yang d pesan.hatur nuhun gan.",positif
nomor 39 nya kebesaran,positif
"barang oke, tapi karkotak buluk bgt udh gitu penyok-penyok, mau untuk kado jadi malu nga anya",netral
barang sesuai deskripsi dan cepat sampai. puas,positif
"sip lah, mantap, recomended bintang 5",positif
"sepatunya ok bentuknya, bahan nya jg bagus, mudah-mudahan awet",positif
sesuai dengan pesanan,positif
trm ksh sudah sampai. bagus semoga awet . sukses selalu bata.,positif
"barang sesuai dengan gambar, pelayanan cepat.",positif
"kualitas ok, sayangnya salah pilih nomor jadi kegedean hahaha. ya sudah gp bukan salah di penjualnya.",positif
bagus cepat sampainya puas,positif
response cepat dan barang sesuai dengan ikalauan.,positif
alhamdulilah.pesanan sudah diterima.terima ka ,positif
"bagus,. terima ka .",positif
"dari pemesanan sampai pengiriman membutuhkan waktu cukup lama sampai 3 hari baru di kirim. packing selama itu? mungkin pesanan banyak tapi merchant lain pun sama kayaknya. padahal kalo di lihat dari tracknya sehari aja udah sampai, barang yang biasanya saya pesan normal diterima 1-2 hari ini bisa semingu.",negatif
produk sesuai dan pelayanan sangat baik.,positif
barang sesuai gambar dan pesanan.,netral
bagus banget penjualnya responsif,positif
baranh sesuai dekripsi,positif
"puas, barang ga ada cacatnya, respon cepat",positif
"kualitas sangat baik, packing rapih sesuai dengan foto ajib dah pokonya",positif
"barang diterima dengan baik sesuai dengan deskripsi, semoga awet terima ka ",positif
terima ka . .,positif
"fast respon, sayang pengiriman lambat",positif
"barang bagus respon penjual cepet,packing aman tapi sayang kiriman lama,tapi saya puas",positif
"mantapb promo y, barang sesuai pesanan, god penjual dan packing rapih, pengiriman cepat.",positif
"pengirimanya cepat sekali, harga sangat bagus utk kualitasnya. semoga awet ya.terima ka banyak.",positif
packing keren. respon cepat. barang paten. untuk harga amazing,positif
"barang bagus, karna dapat menunjang perkerjan saya dan memberikan perlindungan untuk kaki saya apabila terjadi yang tidak di inginkan.god jobs",positif
"sesuai pesanan, sepatuny bagus.",positif
maka h udah sampe.,positif
penilai dari segi 1. packing sangat rapih banget 2. kualitas sepatu sangat super banget 3. respon amat sangat cepat 4. pengiriman sangat cepat 5. pas di kaki dan di kantong pokok nya top bgt dah nih saya akan rekomendasikan ke teman-teman kerja,positif
pesanan sesuai. kualitas bagus. harga dapat diskon. terima kasih.,positif
"agak kcewa karna spatu bru bisa diproses semingu lebih karna ketuker pngirimanya, tapi penjual bner-bner tangung jawab, overal puas dah sama playananya.",positif
"sangat quick respon and god packing, maf gan tanya aja ini yang termasuk safetyshoes metal fre atau tidak ya",positif
"terimaka , barang bagus, sesuai.",positif
nice packing. pas dipakai. mantap.,positif
"barang bagus bos,terima ka ",positif
"penjual ramah dan responsif, kualitas barang ok sama dengan gambar, cmn ada 1 titik lem sol agak kurg rapi sktr cm 2 m an, tapi ga ngaruh ke kualitas produk, overal ok.terima kasih",positif
kualitas produk ok.pas di kaki,positif
barang sampe dengan slamat dan sesuai. trima ka .,positif
barang sudah diterima dengan baik terimaka ,positif
"produk sesuai, packing rapi, nyaman dipakai kerja sehari-sehari",positif
barang bagus pengiriman cepat,positif
repeat order yang kedua,positif
"gan terimaka ya,sepatu nya puas bgt.",positif
barang diterima dengan baik. terima kasih,positif
"terimaka kualitas dan pelayanan sangat memuaskan, pengiriman juga sangat cepat",positif
mantap. sepatunya berkualitas. pengiriman ya cepat,positif
"maka , barang bagus sesuai deskripsi.",positif
"mantap gan, barangnya bagus dan packing jg rapi.",positif
"respon d pengiriman cepat, barang sesuai dan packing juga bagus",positif
"terima ka , proses cepat dan sesuai",positif
"pesanan sesuai gambar, pengiriman cepat.",positif
terimaka paket sudah diterima,positif
kamsia gan.istimewa,positif
pesanan sudah sampai. terima ka .,positif
"modelnya memang bagus, diterima agak telat krn barang sempat mampir di rmh orang lain.",positif
terima kasih gan.dah sampe pesananku.,positif
maka ud nyampe paketnya,positif
"mantap, pelayanan sangat tangap, terima ka ",positif
"oke, packing rapi perlu ditingkatkan lg kecepatan pengiriman dan updatenya di aplikasi",positif
trimaka pesanan saya sudah sampai,positif
"pas bnget sesuai pesanan dn anak saya suka tidak mengecewakan,paket pun dtng,a cepat.",positif
waw!,netral
"paket dtg tepat wkt (jne yes ke denpasar), packing rapi, ukuran+warna+model sesuai gambar.dan anak saya suka.bakal jd toko langanan ini mah.mksh bata.mksh toped.sukses sl.",positif
value for moneynya mantap harga ekonomis kualitas lebih packing rapi terima kasih bata!,positif
produk sesuai gambar dan kondisi baik. terima ka untuk respons yang cepat.,positif
"barang sesuai ok bgt lah, respon cepat lagi",positif
"pesen di diskripsi 39 dikirim 38 , maf bukan menjelekan tapi kenyatan e gtu ,mau gue return ongkirnya ya lumayan di kena in 57rb , padahal barang gk sampe 3kg tu ya sudah lah gp , lain kali kalo stok kosong bilang kosong jgan dikirim seadanya.",netral
mantap. model bagus harga bagus. mudah-mudahan awet,positif
"barang sudah sampai, sesuai yang di pesan, rekomend sekali, terimaka .",positif
"mantap jiwa raga, lahir batin",positif
mantap dan barangnya sesuai pesanan,positif
sepatu nya perfect. pelayanan super. terima kasih bata,positif
pelayanan sangat bagus dan fast respon.,positif
barang sudah diterima dengan baik.,positif
mantap. terimaka .,positif
"overal ok lah, tapi lain kali kalau nomer kosong info dari awal okay. tapi toko ini ma recomend untuk buyer yang lain kalau mau cari sepatu. terima ka ",positif
sesuai harapan.semoga usahanya makin lancar,positif
sangat bagus. sangat recomended penjual. god luck hapy weding,positif
mantap sesuai deskripsi. smg awet.,positif
"produk sudah diterima dengan kondisi yang baik, proses cepat. kualitas sepatu mantap, kokoh, dengan harga diskon sangat recomended.",positif
okokokokokokokokokokokokok,positif
"udah order ternyata stok ga tersedia, harusnya kalauo ga ada jangan dulu di pasang di etalase",negatif
"respon memang agak lama, tapi setelah atc sampai pengiriman luar biasa cepat, god.",positif
o,positif
produk sesuai dengan deskripsi,positif
"barang sudah terima dengan kondisi oke tapi respont kurang padahal order pakai go-send harusnya 1 hari sampai jadi makan waktu 2 hari karena respont penjual sangat lambat, lebih di tingkatkan lagi ya ka penjualanya, thank's",positif
"cepat kirimnya,kualitas bagus",positif
"terima kasih bata+tokped, lebih murah beli disini dari pada di toko. senang ",positif
"baramg cepat sampai, kualutas bagus",positif
"barang sesuai deskripsi , semoga gak lecet kalo di pakai lama.",positif
"kualitas bagus sepertinya, tapi belum dipakai jalan. pengiriman agak lama",positif
sepatunya empuk. enak dipakai,positif
"terima kasih bata store sepatunya sudah diterima, semua sesuai gambar dan paket dibungkus rapih banget. sukses terus untuk tokonya",positif
"produk oke sesuai gambar, tapi mungkin boleh tambahkan pilihan bayar lebih untuk buble wrap? karena dibungkus dengan kotaknya saja dan kantong plastik, kotak sepatunya ada bagian robek. terima ka !",positif
"bungkus rapih, kualitas sepatu sesuai, respon tepat, akan tetapi pingir kotak sepatu ada yang rusak",positif
terima ka paketnya sudah sampai brng bgs bngt pelayanan super baik maka ya,positif
terima ka barang sudah saya terima sesuai pesanan.,positif
barang bagus dan berkualitas terima ka ,positif
maka barang sesuai pesanan,positif
barang oke. cuma resletingnya agak seret. semoga awet.,positif
maka ya bata oficial. maf lho kalo aku ribet hehehehe kusuka. tapi aku lebih naksir helen. but gapapa ini lucuk,positif
dikemas bagus rapi dan cepat diterima,positif
package datang sesuai pesanan. packaging rapih. cepat sampai. pokoknya recomended penjual! terimaka bata oficial store,positif
barang cepat sampai packing rapi barang sesuai gambar,positif
sudah diterima. sesuiai pesanan. terimaka ,positif
produk bagus kg kecewa.,positif
"selalu kesulitan cari nomor 40 utk merk bata comfit ini, pas banget ada oficial store bata, ngak mengecewakan beli online, sesuai deskripsi, diskon pula. semoga makin banyak pilihan modelnya. sukses ya bata",positif
barang ok sesuai pesanan. penjual ok dan pengiriman sangat cepat.,positif
"sesuai di gambar,nyaman di pakai",positif
barang sudah diterima,positif
"sepatunya bagus banget, nyaman di pakai senang ",positif
"murah, cepat dikirim dan dapat promo gratis ongkir, semoga awet",positif
"barang oke bgt, sesuai gambar",positif
barang ok penjual fast respon,positif
br diterima soalnya br dianter oleh pak kurir.sandal yang nyaman.lumayan harga segitu.semoga awet,positif
pelayanan bagus tapi lain kali sebelum d kirim cek barang dulu donk masa kulit sendalnya ada yang kepelotek jadi kelihatan cacat,netral
sepatu nya bagus banget. nyaman jg dpake nya. ukuran nya jg pas. makasi,positif
"alhamdulilah br tf kmrn siang ini pagi-pagi udh sampe d bogor. saya pecinta bata comfit, jd g perlu ke mal lagi kalau mau beli. jd pnya rencana belin utk mama",positif
"bagus , terimaka gan .",positif
terima ka barang sudah saya terima sesuai pesanan.,positif
"terima ka , barang sudah diterima dengan baik",positif
"ukuran sesuai, warna sesuai, hanya ada cacat sedikit pada bagian insole sepatu. seperti bekas tercabik kecil-kecil. mungkin barang display jadi sering dicoba.",netral
sepatu nya sesuai cm agak reject dibagian lem nya keliatan tapi lumayan lah kalau beli dstore hrganya beda jauh,netral
"kondisi barang bagus, pengiriman cepat terima ka pelayananya",positif
barangnya sesuai dengan foto. kualitas oke punya tidak diragukan. thank you bata dan tokopedia ^_^,positif
keren wedges nya.,positif
"terima ka ya.pengiriman cepat, barang sesuai deskripsi. sukses selalu",positif
"sakit pake di kaki, lecet.",negatif
terimaka mantapz keren.,positif
terimaka proses nya cepat sekali,netral
"thank you,barangnya oke bgt harga juga oke.",positif
"barang bagus, cuman kedepan agar lebih berhati hati agar tidak terjadi kesalahan kesalahan mengirim ukuran maupun jumlah.terima ka ",positif
barang bagus.cepet.,positif
trimksh pengiriman cepat,positif
bagus. sesuai gambar.,positif
"produk standar, pelayanan memuaskan, pengiriman cepat, maka ",positif
sepatunya berbeda dengan fotonya . tingkatkan profesionalisme agar tidak memalukan sebagai oficial store bata,negatif
bagus dan cepat kirimnya,positif
"sepatunya pas, sempet ragu kalauo beli sepatu online hehe untungnya yang ini sesuai.maka ya senang ",positif
"kulit sepatu ada yang sedikit sobek, bagian pita hampir copot",negatif
sesuai dengan gambar dan murah bgt hanya 50rb,positif
terima kasih barang sudah sampai packing sangat rapi tak ada cacat,positif
"akhirnya sampai juga, walaupun agak lama tapi kualitas barang baik.",positif
barang sudah saya terima. sesuai deskripsi. packing rapi.,positif
barang bagus dan sesuai gambar responya dan pengiriman juga cepet. terima kasih,positif
mantap mantap mantap. biar bintank bicara.,positif
sudah di terima dengan baik.sepatu cakep.,positif
"mantap, sesuai harapan tapi kenapa sekarang bukan made in indonesia lagi ya ?",positif
"asik ih dapet diskon, kualitas juga oke. thank you bata. senang ",positif
"sepatunya persis kaya di counter bata, krn keabisan ukuran makanya beli di sini. puas, dan pas ukuranya. maka h",positif
"bagus sesuai deskripsi, pelayanan ramah god service",positif
barang sudah di terima . pengiriman cepat . terima kasih,positif
terima ka . barangnya sesuai display foto,positif
"produknya bagus, sesuai dengan gambar, tidak ada cacat. pemrosesan pesanan cepat, kemarin pesan, siang ini sudah sampai. trims. recomended!",positif
"sepatunya oke, murah dan berkualitas.",positif
pesen julio dikirimnya evoluti,negatif
"sip.pesanan udh nyampe, terima kasih!",positif
sip,positif
sepatunya bagus adik ku suka.,positif
sudah diterima. trims.,positif
"produk memuaskan, pelayanan cepat. sangat direkomendasikan!",positif
barang bagus . maka ya .,positif
ulasan bagus 20 karakter,positif
tq. barangnya bagus.recomend bngt,positif
lecet dibagian atas tumit belakang setelah dipake jalan.,netral
"barang bagus, harga bersahabat, kirim cepat",positif
sangat surprise ternyata alas bagian dalam memory foam. kualitas bagus. respon penjual sangat baik. recomended penjual.,positif
"sepatunya bagus, jahitan rapi dan pengiriman juga cepat. trims",positif
"produk memuaskan, pelayanan cepat. sangat direkomendasikan!",positif
"barang sudah sampai sesuai dengan deskripsi, terima ka ",positif
"sesuai deskripsi, fast respon mantap",positif
sepatunya bagus :3 joz,positif
barang sesuai yang diharapkan,positif
barang bagus dan baik hati dan perasan orang,positif
produk sesuai dengan deskripsi,positif
respon cepat.barang cepat sampai dan sesuai.,positif
"barang bagus, pengiriman cepat sampai rumah dengan selamat, enak dipakai",positif
"sesuai deskripsi, ukuran pas, nyaman dipakai, sejauh ini ma awet, recomended",positif
"alhamdulilah barang udah sampai, no.4 pas banget di kaki, foamnya lembut dan ringan untuk dipakai jalan-jalan",positif
